Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Рак,Аарон,Аврелійович,Чоловіча,15-04-1978,Професор,хутір Маріуполь,"шосе Ізмаїльська, буд. 8, Синельникове, 22170",+380 (32) 333-13-85,galaganeduard@example.com
Верховинець,Назар,Макарович,Чоловіча,09-10-2007,Машиніст,селище Жданівка,"сквер Гоголя, буд. 00, Ковель, 09518",+380 98 665-15-80,jlytvynenko@example.org
Теличенко,Ігор,Болеславович,Чоловіча,14-02-1982,Каскадер,село Коростишів,"шосе Картамишевський, буд. 58 кв. 643, Енергодар, 38303",000 89 68,andriishynadan@example.net
Байда,Гаврило,Сергійович,Чоловіча,14-11-1961,Головний меркшейдер,село Обухів,"сквер Ждахи, буд. 229 кв. 003, Лозова, 86444",703 84 54,jlavrenko@example.net
Гаврилець,Ростислав,Симонович,Чоловіча,08-06-2006,Професор,селище Ржищів,"парк Київське, буд. 19, Новоград-Волинський, 77991",+380 (88) 251-69-28,romanetsteodor@example.com
Рева,Володимир,Леонідович,Чоловіча,23-03-2005,Візажист,місто Буринь,"проспект Авангардна, буд. 3 кв. 26, Біляївка, 24386",+380 75 307 48 69,demydderehus@example.net
Лагода,Дмитро,Іванович,Чоловіча,02-02-2003,Фармацевт,хутір Золоте,"парк Танфільєва, буд. 8 кв. 002, Житомир, 69554",078 440 94 29,stanislavshcherban@example.org
Штокало,Орест,Максимович,Чоловіча,05-07-1940,Кур'єр,хутір Верхівцеве,"парк Пересипська 6-та, буд. 41, Біляївка, 10803",+380 89 792-47-22,oleksa95@example.com
Гайда,Богдан,Вікторович,Чоловіча,27-08-1998,Інженер,місто Кілія,"площа Ігоря Бедзая, буд. 2 кв. 49, Коростишів, 28075",032 058-23-87,leonizhakevych@example.net
Жайворон,Павло,Романович,Чоловіча,05-09-1951,Гірничий інженер,село Сіверськодонецьк,"набережна Зернова, буд. 049 кв. 17, Вільногірськ, 62024",691-13-86,shutkoomelian@example.org
Кальченко,Костянтин,Несторович,Чоловіча,23-06-1975,Сценарист,селище Іллінці,"парк Книжковий, буд. 320 кв. 51, Перемишляни, 38254",088 533 31 97,bohuslav94@example.com
Зайченко,Тимофій,Лукʼянович,Чоловіча,13-11-1989,Професор,село Сватове,"парк Шептицького, буд. 0 кв. 27, Обухів, 42770",006 101-81-39,rpoltavets@example.com
Цушко,Лукʼян,Владиславович,Чоловіча,05-10-1939,Піаніст,місто Барвінкове,"шосе Докова, буд. 40 кв. 13, Отаманівка, 81538",+380 47 061 67 55,marianachalenko@example.net
Слюсар,Устим,Русланович,Чоловіча,11-08-1961,Стиліст,селище Козятин,"площа Овідіопольська, буд. 08, Василівка, 34807",+380 92 014-60-28,priskakashchenko@example.com
Жадан,Степан,Варфоломійович,Чоловіча,29-08-2007,Медик,село Херсон,"сквер Учнівська, буд. 972, Апостолове, 55174",016 392-02-85,eduard62@example.net
Скопенко,Онисим,Трохимович,Чоловіча,28-06-1973,Паблік рилейшнз,село Суходільськ,"набережна Довженка, буд. 869 кв. 748, Кам'янка (Черкаська область), 64289",+380 54 068-88-19,ebabarychenko@example.net
Ґерус,Єфрем,Михайлович,Чоловіча,17-07-1959,Маркетолог,село Кипуче,"набережна 12-та ст. Великого Фонтану пляж, буд. 15 кв. 923, Нова Одеса, 47995",+380 96 645-66-27,rdakhno@example.com
Бабариченко,Ярослав,Орхипович,Чоловіча,25-11-1952,Електромонтажник,село Нове Давидково,"набережна Пастера, буд. 2 кв. 12, Дубляни, 09784",+380 47 144 89 86,ostapkharchenko@example.org
Матвієнко,Нестор,Владиславович,Чоловіча,10-06-2004,Фермер,село Білогірськ,"набережна Сонячна, буд. 7 кв. 85, Радивилів, 23050",+380 55 657 58 07,anton97@example.org
Хмара,Адам,Зорянович,Чоловіча,29-11-2002,Піаніст,селище Устилуг,"провулок Ботанічний, буд. 31 кв. 5, Перемишляни, 81858",159 22 97,qkanivets@example.com
Скопенко,Стефан,Хомович,Чоловіча,28-06-1999,Акушер,село Ізяслав,"набережна Басейний 6-й, буд. 22 кв. 7, Південне, 26467",713-63-47,abramenkoklyment@example.net
Артюшенко,Геннадій,Гаврилович,Чоловіча,23-07-1960,Професор,хутір Новодружеськ,"парк Шостої 1-й, буд. 5 кв. 767, Рудки, 59933",003 058 56 41,vandriishyn@example.net
Радченко,Франц,Олесьович,Чоловіча,12-09-1961,Фізик,місто Хмельницький,"вулиця Дунайська, буд. 465, Устилуг, 98956",334-68-60,alahoda@example.net
Самойленко,Онисим,Валерійович,Чоловіча,03-05-1962,Кушнір,село Ічня,"узвіз Лятошинського, буд. 97 кв. 8, Зміїв, 99672",107 96 06,tdzyndra@example.com
Лупій,Орест,Єлисейович,Чоловіча,16-04-1963,Пілот,місто Марганець,"узвіз Квітнева, буд. 6 кв. 8, Гребінка, 28213",+380 (37) 423-80-88,izakusylo@example.com
Дашкевич,Опанас,Алевтинович,Чоловіча,15-05-1962,Краєзнавець,хутір Біляївка,"площа Данила Крижанівського, буд. 055, Жовті Води, 56202",207-42-76,sshtokalo@example.com
Сімашкевич,Валентин,Васильович,Чоловіча,20-08-1975,Науковець,хутір Пологи,"проспект Лінія 41-ша, буд. 583 кв. 86, Березне, 05482",000 291 80 62,shvachkaolena@example.net
Дергач,Володимир,Тимофійович,Чоловіча,29-07-2005,Реабілітолог,село Дунаївці,"набережна Поїзна, буд. 69 кв. 1, Суми, 86398",041 057-48-38,romanbabak@example.org
Венгринович,Богодар,Кирилович,Чоловіча,30-11-1987,Вчитель,місто Лиман,"площа Володимира Терещенка, буд. 81 кв. 426, Дебальцеве, 06518",775-22-46,artemenkofedir@example.org
Годунок,Спас,Прохорович,Чоловіча,05-01-1960,Епідеміолог,село Буринь,"парк Західний 2-й, буд. 7 кв. 45, Ізяслав, 73240",+380 05 162 97 78,ahuzenko@example.org
Андріїшина,Мирон,Гордійович,Чоловіча,05-04-1995,Співак,хутір Вільнянськ,"парк Заводська 1-ша, буд. 4 кв. 539, Тлумач, 23313",091-13-74,oleksandr58@example.net
Єрьоменко,Трохим,Аврелійович,Чоловіча,24-06-1975,Менеджер,селище Богуслав,"шосе Хаджибейський 3-й, буд. 6 кв. 8, Харків, 83633",+380 (02) 345-36-48,panteleimon92@example.org
Фоменко,Пантелеймон,Мартинович,Чоловіча,20-05-1978,Продюсер,місто Галич,"парк Почаївська, буд. 129, Буча, 61305",+380 11 637 12 98,avitruk@example.org
Юрчук,Прохір,Ігнатович,Чоловіча,07-05-1955,Адвокат,місто Яворів,"шосе Сливовий, буд. 0 кв. 3, Інкерман, 98725",+380 (62) 570-59-32,klavdiia51@example.net
Батуринець,Панас,Давидович,Чоловіча,10-05-1963,Головний меркшейдер,місто Городня,"провулок Маячний, буд. 8, Богодухів, 46998",374-16-34,plytvynenko@example.org
Скорик,Артем,Борисович,Чоловіча,07-03-1979,Акушер,місто Зіньків,"проспект Дмитра Іванова, буд. 09, Мукачево, 91156",+380 31 522 47 06,adamenkodemyd@example.org
Ґерус,Артем,Федорович,Чоловіча,06-04-1983,Фольклорист,хутір Глобине,"узвіз Середньофонтанська, буд. 943, Краматорськ, 81506",+380 76 550-78-95,hryhorii12@example.net
Гайденко,Кирило,Микитович,Чоловіча,28-10-1968,Геофізик,місто Чернівці,"вулиця Астрономічний, буд. 418, Хотин, 23756",016 496-60-46,kamilla94@example.org
Шморгун,Марко,Михайлович,Чоловіча,15-02-1939,Продюсер,місто Нова Одеса,"узвіз Дукова, буд. 5 кв. 962, Кагарлик, 14657",014 695 03 07,smykustym@example.com
